제목,일자,본문,URL,언론사,통합 분류1
전국 대부분 지역 비 눈 새해 첫날 해돋이 볼 수 있을까 [오늘 날씨],20231231,"일요일이자 올해 마지막 날인 31일은 전국 대부분 지역에 비나 눈이 내릴 것으로 예상된다. 하늘이 흐려 전국 대부분 지역에서 해넘이는 보기 어려울 것으로 보인다. 
 
기상청에 따르면 이날 저기압의 영향을 받다가 차차 벗어나 중국 북동지방에 위치한 고기압의 가장자리에 들어 이같은 날씨를 보이겠다. 
 
이날 오전까지 전국 대부분 지역에 비 또는 눈이 내..",https://www.hankyung.com/article/2023123127277,한국경제,사회>날씨
사촌동생 성폭력 혐의 男 ‘무죄’ 확정 “알리바이 드러나”,20231231,"미성년자인 사촌동생을 성폭행하려 했단 혐의로 기소된 남성이 무죄를 확정받았다. 피해자의 주장과 모순될 수밖에 없는 남성의 알리바이가 재판 과정에서 드러나서다고 중앙일보가 보도했다. 
 
 법원은 성폭력방지법상 친족관계에 의한 강제추행, 성폭력처벌법상 친족관계에 의한 준강간 혐의로 기소된 남성에 대해 지난달 무죄를 선고했다. 
 
 A씨는 고등학교 3학년..",http://www.segye.com/content/html/2023/12/31/20231231501389.html,세계일보,사회>사건_사고
"판교테크노밸리 약 7만8000명 근무, 매출 167조7000억",20231231,"경기도 성남 판교테크노밸리에는 1622개 기업에 7만8000여 명의 노동자가 근무하고 있는 것으로 나타났다. 
 
지난해 총 매출액은 약 167조7000억원으로 2021년 매출 120조8000억원에 비해 약 38.8% 상승했다. 
 
경기도와 경기도경제과학진흥원, 경기주택도시공사(GH)는 지난 5월부터 10월까지 제1 2 판교테크노밸리 입주 기업을 대상..",https://news.kmib.co.kr/article/view.asp?arcid=0019020204&code=61121111&cp=kd,국민일보,경제>취업_창업
"[인터뷰] ‘노량’ 허준호 “김한민 감독에 홀려 출연, 영광이었죠”",20231231,"뜨거운 열정을 품고 있는 배우 허준호(59)가 ‘노량’에서 명나라 장수로 변신했다.
허준호는 영화 ‘노량: 죽음의 바다’(이하 노량)에서 명군 수군의 부도독이자 이순신 장군의 듬직한 전우 등자룡을 연기했다. ‘노량’은 김한민 감독의 이순신 3부작의 마지막을 장식하는 작품이다. 임진왜란 발발 후 7년 조선에서 퇴각하려는 왜군을 완벽하게 섬멸하기 위한 이순..",http://www.mk.co.kr/article/10909356,매일경제,문화>방송_연예
"“치킨 시켜먹기도 겁나요” 1년 내내 가격 오르더니, 연말에도",20231231,"bhc, 2년 만에 가격 인상 결정 
“원부자재, 부대비용 상승 여파” 
소비자 심리적 저항선 자극할수도

국내 3대 치킨 프랜차이즈 중 하나인 bhc가 약 2년 만에 가격 인상을 결정했다.
지속적으로 오르는 치킨값에 소비자들이 울상짓고 있지만, 원재료값을 비롯해 전반적인 운영 비용이 상승함에 따라 업체들은 “어쩔 수 없다”는 입장이다.
31일 업계에 ..",http://www.mk.co.kr/article/10910333,매일경제,경제>유통
'리그 3호 도움 맹활약' 황희찬...울버햄튼 3연승,20231231,"잉글랜드 프로축구 울버햄튼의 황희찬 선수가 2023년 마지막 경기에서 리그 세 번째 도움을 기록하며 팀의 완승을 이끌었습니다.

황희찬은 에버튼과의 홈경기에 선발 출전해 팀이 1 대 0으로 앞선 후반 8분, 정확한 땅볼 크로스로 쿠냐의 골을 도왔습니다.

황희찬은 이후 오른발 슛이 골키퍼 선방에 막히고, 1분 뒤에는 골이 오프사이드로 선언되면서 취소되는..",https://www.ytn.co.kr/_ln/0107_202312310732054115,YTN,스포츠>야구
‘5년간 성범죄’ 800명 육박 그들은 ‘의사’였다,20231231,"성범죄로 검거된 의사가 최근 5년간 800명에 이르는 것으로 파악됐다.
31일 국회 보건복지위원회 소속 더불어민주당 남인순 의원이 경찰청에서 받은 자료를 보면 지난 2018년부터 2022년까지 의사 793명(한의사 치과의사 포함)이 성범죄로 검거됐다.
‘강간 강제추행’으로 검거된 의사가 689명(86.9%)으로 가장 많았고 ‘카메라 등 이용 촬영(불법촬..",http://www.seoul.co.kr/news/newsView.php?id=20231231500001,서울신문,사회>사건_사고
"애틀랜타, 제2의 실리콘밸리로 부상...집값, 샌프란시스코의 3분의1",20231231,"[파이낸셜뉴스] 
 미국 남부 조지아주 애틀랜타가 전통적인 스타트업 창업 지역인 캘리포니아주 샌프란시스코, 워싱턴주 시애틀, 매사추세츠주 보스턴, 뉴욕주 뉴욕 등을 제치고 미 스타트업 창업 중심지로 부상하고 있다. 사진은 2020년 3월 21일(현지시간) 애틀랜타 하츠필드-잭슨 국제공항에서 바라본 애틀랜타 도심 전경. 로이터뉴스1 
 
미국 조지아주 애..",http://www.fnnews.com/news/202312310722190399,파이낸셜뉴스,국제>미국_북미
새해 앞두고 로또 1등 13명 22억씩 수도권서 6명 배출,20231231,"제1100회 로또 1등 당첨자 13명은 새해를 앞두고 당첨금으로 각각 22억원을 차지하는 행운을 거머쥐었다. 
 
서울과 인천, 경기도 등 수도권 지역에서 1등 당첨자가 절반가량 나와 눈길을 끌었다. 
 
로또 1등 당첨번호는 ‘17, 26, 29, 30, 31, 43’으로 30일 뽑혔다. 2등 보너스 번호는 ‘12’다. 
 
31일 로또복권 운영사인 ..",https://news.kmib.co.kr/article/view.asp?arcid=0019020202&code=61121111&cp=kd,국민일보,사회>사회일반
"러 ""서방, 동결자산 압류시 대칭적 행동 나설 것"" 경고",20231231,"러시아가 최근 미국 주도로 주요 7개국(G7)이 자국 동결자산 약 3000억달러(약 390조원)를 압류해 우크라이나 지원에 쓰려는 움직임을 보이자 ""대칭적 행동에 나서겠다""고 경고했다. 
 
31일 주요 외신에 따르면 드미트리 비리체프스키 러시아 외무부 경제협력국장은 전날 스푸트니크 통신과의 인터뷰에서 ""러시아 자산이나 그 일부가 압수될 경우 대칭적으로..",https://view.asiae.co.kr/article/2023123022051375668,아시아경제,국제>러시아
“내 장례 유골 처리는 스스로 정한다” ‘엔딩노트’ 쓰는 日 노인들의 ‘종활’[김선영 기자의 오후에 읽는 도쿄],20231231,"도쿄 = 김선영 기자



■ 김선영 기자의 오후에 읽는 도쿄

""4년 전 남편이 갑자기 사망한 뒤 1년 동안 관련 서류 처리에 쫓겼습니다. 몹시 힘들었던 기억이 있기에, 아들에게 그런 짐을 지우고 싶지 않아 ‘종활(終活 인생의 끝을 위한 활동)’을 시작했습니다""



이혼이나 사별, 미혼율 증가로 1인 가구가 늘어나는 일본의 60~80대 고령층 사이에..",http://www.munhwa.com/news/view.html?no=2023123101039910287001,문화일보,사회>여성
"나스닥, 33% 폭락에서 43% 급등... 올해 반등 이끈 종목은",20231231,"주요 기술주들이 ‘테크 암흑기’였던 2022년을 지나 올해 지난 20년 사이 가장 강력한 반등 중 하나인 것으로 나타났다. 
 
30일(현지 시각) 미국 CNBC 방송은 “지난해 연간 33% 폭락한 기술주 중심의 나스닥은 2023년 43% 상승해 2020년 이후 가장 수익성이 좋은 해로 마감했다”며 “이 상승률은 2008년 금융 위기 이후 주식 시장이 ..",https://www.chosun.com/economy/tech_it/2023/12/31/KYK725YLUFHETDNIBPOS3EJXQY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보,경제>증권_증시
"우크라, 최대 규모 포격한 러 접경도시에 반격 “10명 사망, 45명 부상”",20231231,"전날 대대적 포격에 미사일 드론으로 응수 푸틴, 보건부 인력 현장 급파우크라이나가 전쟁 발발 이래 최대 규모의 공습을 당한 다음 날인 30일(현지시간) 러시아를 향해 공격을 감행했다고 AP와 AFP 통신 등 외신이 보도했다.



러시아 비상사태부에 따르면 이날 낮 서부 벨고로드에 우크라이나군의 미사일 공격이 집중되며 시내에 공습경보가 발령됐다. 성인 ..",http://www.munhwa.com/news/view.html?no=2023123101039910021003,문화일보,국제>러시아
부정부패 가장 심각한 분야는 ‘건축 건설’ “부패 고위공직자 처벌 공정치 않아”,20231231,"[헤럴드경제=이태형 기자]국민 10명 중 9명 이상은 부패를 저지른 고위 공직자의 처벌이 공정하지 않다고 여기는 것으로 나타났다. 부정부패가 심각한 분야는 건축 건설이라는 응답이 가장 많았다. 
 
 한국행정연구원은 31일 ‘정부부문 부패실태조사: 반부패 청렴 인식과 부패 경험, 부패 범죄자 처벌 강화 정책의 딜레마’ 보고서에서 이같이 밝혔다. 
 
 ..",http://biz.heraldcorp.com/view.php?ud=20231231000006,헤럴드경제,사회>여성
올해 한국차 美수출 11개월만 100만대 돌파 역대 최대,20231231,"[대한경제=강주현 기자]올해 미국으로 수출된 국산 자동차가 역대 최대 실적을 거뒀다. 

 

31일 한국자동차모빌리티산업협회(KAMA)에 따르면 올해 1 11월 국내에서 생산돼 미국으로 수출된 자동차 대수는 117만2612대로 집계됐다. 

 

1986년 한국 소형차 ‘엑셀’이 미국에 처음 진출한 이후 역대 최대 규모의 대미 수출물량이다. 12월 통..",http://www.dnews.co.kr/uhtml/view.jsp?idxno=202312310707460290479,대한경제,경제>무역
"현대차 그랜저, 하이브리드도 판매 1위",20231231,"[대한경제=강주현 기자]29일 한국자동차모빌리티산업협회(KAMA)에 따르면 올해 1~11월 현대차의 준대형 세단 그랜저 하이브리드는 국내에서 5만7107대 팔린 것으로 집계됐다. 전년 동기 대비 198.8% 증가한 수치다. 

 

올해 11월 누적 그랜저 전체 판매량(10만4652대) 가운데 하이브리드 비중도 54.6%에 달한다. 그랜저 판매 실적에서..",http://www.dnews.co.kr/uhtml/view.jsp?idxno=202312310704554250478,대한경제,경제>자동차
"오늘 보신각 롯데타워 등에 17만명 운집 예상 경찰, 안전 '총력'",20231231,"2024년 새해를 맞는 제야의 종 타종 등 서울 시내 신년 행사에 총 17만3000명이 몰릴 것으로 예상된다. 경찰은 밀집 장소에 3000명 이상의 경력을 배치하는 등 안전 지원에 나선다. 
 
31일 경찰에 따르면 서울경찰청은 해맞이 등 총 18개 신년 행사에 경찰 기동대 등 3265명(41개 기동대, 15개 경찰서 경찰관 865명)을 배치한다. 
 ..",https://www.hankyung.com/article/2023123127107,한국경제,사회>사건_사고
당뇨망막병증 겨울철에 더 증가하는 이유는?,20231231,"[이데일리 이순용 기자] 당뇨망막병증은 당뇨병의 주요 합병증 중 하나다. 지속적인 고혈당으로 인해 혈관이 손상되면서 눈의 망막에도 허혈성 손상이 생겨 발생한다. 심하면 실명을 가져올 수 있어 치료와 관리가 매우 중요하다. 당뇨망막병증은 날씨가 추워지는 겨울철 발병이 느는데, 기온 저하로 신체 혈액순환 저하, 활동량이 줄면서 생기는 체중증가, 일조량 감소..",http://www.edaily.co.kr/news/newspath.asp?newsid=01105366635844096,이데일리,사회>의료_건강
"인천 연안여객선 10개 항로, 기상악화로 운항 통제",20231231,"서해 기상 악화로 오늘(31일) 인천 지역 15개 연안여객선 항로 가운데 10개 항로의 운항이 통제됐습니다.

한국해양교통안전공단 인천운항관리센터는 오늘(31일) 새벽 풍랑주의보가 내려진 인천 먼바다의 높은 파도와 강한 바람 때문에 인천 백령도, 인천 연평도 등 10개 항로를 오가는 여객선 11척의 운항이 제한됐다고 밝혔습니다.

인천 제주 항로는 지난..",https://www.ytn.co.kr/_ln/0103_202312310716457653,YTN,사회>사회일반
‘푸바오 할부지’ 향한 악플에 에버랜드도 뿔났다 “악성댓글 삭제조치”,20231231,"[헤럴드경제=문영규 기자] 에버랜드의 판다 ‘푸바오’의 ‘할부지’로 불리는 강철원 사육사를 향해 악성 댓글이 이어지자 에버랜드 측이 악플러들을 향해 “자제해달라”며 당부했다. 
 
 지난 30일 에버랜드 공식 유튜브 채널 ‘말하는 동물원 뿌빠TV’ 측은 입장문을 통해 ""최근 푸바오의 환경이 변화하는 것을 두고 걱정하시는 분들이 많다”며 “바오패밀리를 사..",http://biz.heraldcorp.com/view.php?ud=20231231000005,헤럴드경제,미분류
"""10억짜리 아파트 청약요? 호구 될 일 있나요"" [돈앤톡]",20231231,"빠르게 치솟는 서울 분양 단지 가격에 소비자들의 가격 민감도가 극에 달했습니다. 분양가가 오를 수밖에 없다는 구조라는 것을 알면서도 높은 가격에 선뜻 청약에 나서기 어려운 상황입니다. 전문가는 ""분양가가 이미 소비자들의 가격 임계치에 달했다고 본다""며 ""가격이 더 올라 임계점을 넘어버리면 당분간 침체기가 이어질 것""이라고 내다봤습니다. 
 
31일 부동..",https://www.hankyung.com/article/2023122239796,한국경제,경제>부동산
내륙 눈비 차츰 그쳐 영동 밤까지 강한 눈 [7시 날씨],20231231,"2023년의 마지막 날, 대기질이 좋지 못합니다.

 지금 충청, 전북, 영남에는 초미세먼지 주의보가 발효 중입니다.

 오늘 강원을 제외한 전국에서 초미세먼지 농도 '나쁨' 단계를 보이겠습니다.

 호흡기 약하신 분들은 나가실 때 마스크를 챙기셔야겠습니다.

 전국 대부분 지역에 비나 눈이 내리고 있습니다.

 강원 산지와 일부 내륙에는 대설주의보가 ..",https://news.kbs.co.kr/news/view.do?ncd=7854929&amp;ref=DA,KBS,사회>날씨
싸이 ‘강남스타일’ 뮤직비디오 50억 조회,20231231,"가수 싸이의 '강남스타일'이 K팝 뮤직비디오 가운데 처음으로 유튜브에서 조회수 50억 회를 넘겼습니다.

지난 2012년 공개된 '강남스타일'은 당시 미국 주요 싱글 차트 '핫 100'에서 7주 연속 2위를 기록하며 전 세계적인 인기를 끌었습니다.",https://news.kbs.co.kr/news/view.do?ncd=7854928&amp;ref=DA,KBS,문화>방송_연예
